3747.27,-2160.45
3656.04,-2181.18
3552.37,-2211.59
3394.80,-2293.15
3175.02,-2432.75
2942.80,-2605.53
2868.16,-2706.44
2785.23,-2793.52
2705.06,-2880.60
2558.54,-2866.78
2488.04,-2846.05
2449.34,-2807.34
2323.56,-2825.31
2192.24,-2875.07
2110.69,-2880.60
1973.85,-2877.84
1861.89,-2894.42
1834.24,-2898.57
1814.89,-2973.21
1801.07,-3123.88
1834.24,-3325.68
1736.10,-3403.09
1574.38,-3506.76
1459.65,-3573.11
1322.81,-3660.19
1151.41,-3711.33
1039.45,-3674.01
921.96,-3647.75
754.71,-3667.10
713.24,-3669.86
572.25,-3667.10
410.53,-3715.48
288.89,-3752.80
164.49,-3776.30
67.73,-3795.65
-100.90,-3932.49
-113.34,-3954.61
-211.48,-4036.16
-287.51,-4074.86
-387.03,-4087.30
-438.17,-4070.72
-458.91,-4066.57
-583.31,-4143.97
-716.00,-4220.00
-839.02,-4268.38
-985.54,-4383.10
-1150.03,-4547.59
-1165.23,-4647.11
-1232.96,-4868.27
-1184.59,-4981.62
-1035.30,-5028.61
-847.32,-5036.91
-639.98,-5081.14
-428.50,-5104.64
-326.21,-5121.22
-138.22,-5081.14
45.61,-5042.43
172.78,-4967.79
316.53,-4891.77
391.18,-4840.63
598.51,-4815.75
641.36,-4887.62
688.36,-5012.03
725.68,-5101.87
819.67,-5169.60
884.64,-5198.63
949.60,-5200.01
1087.83,-5205.54
1203.94,-5200.01
1259.23,-5088.05
1311.75,-4920.80
1382.25,-4807.45
1465.18,-4934.62
1492.83,-4956.74
1523.24,-4801.92
1542.59,-4678.90
1669.75,-4613.94
1904.74,-4659.55
2107.93,-4689.96
2315.26,-4760.46
2460.40,-4814.36
2644.24,-4822.66
2804.58,-4818.51
2928.98,-4814.36
3147.38,-4788.10
3333.98,-4720.37
3542.70,-4634.67
3633.93,-4594.59
3777.68,-4586.29
3985.02,-4572.47
4149.50,-4565.56
4355.46,-4597.35
4526.86,-4644.35
4918.03,-4738.34
5186.19,-4822.66
5284.33,-4947.06
5379.70,-5169.60
5298.15,-5350.68
5458.49,-5511.02
5560.78,-5570.45
5730.79,-5596.72
5994.80,-5564.92
6109.53,-5513.78
6231.17,-5476.46
6260.19,-5299.53
6300.28,-5108.78
6520.06,-4895.92
6832.44,-4723.14
6988.64,-4623.61
7088.16,-4489.54
7186.30,-4374.81
7247.12,-4091.45
7194.59,-3980.87
7117.19,-3882.73
7034.25,-3755.56
6898.79,-3618.72
6795.12,-3487.41
6716.34,-3379.59
6540.79,-3145.99
6412.24,-2993.95
6210.43,-2830.84
5987.89,-2699.53
5759.82,-2572.36
5534.51,-2461.78
5285.71,-2449.34
5068.70,-2439.66
4989.91,-2431.37
4765.99,-2445.19
4619.47,-2388.52
4420.42,-2286.24
4215.85,-2250.30
4001.60,-2204.68
3794.27,-2177.04
