2284.39,-2444.90
2092.35,-2485.02
1966.24,-2499.36
1742.67,-2525.15
1447.45,-2628.34
1324.20,-2639.80
1117.83,-2642.67
851.27,-2622.60
636.30,-2542.35
366.88,-2493.62
200.64,-2444.90
37.26,-2301.59
-28.66,-2433.43
-174.84,-2447.76
-237.90,-2507.95
-438.53,-2602.54
-616.24,-2525.15
-791.08,-2505.09
-851.27,-2485.02
-1129.30,-2433.43
-1619.42,-2086.62
-1702.54,-2060.82
-1777.06,-1949.04
-1923.24,-1931.84
-2102.37,-1808.85
-2197.83,-1610.79
-2336.24,-1520.10
-2422.15,-1477.15
-2646.46,-1336.36
-2667.94,-1219.42
-2739.53,-1119.20
-2823.05,-944.99
-2971.01,-866.25
-2930.44,-720.68
-2913.73,-532.16
-2925.67,-403.29
-2892.26,-291.13
-2918.51,-198.07
-2949.53,62.05
-3037.82,198.07
-3197.71,283.98
-3254.98,439.09
-3307.48,584.66
-3250.21,692.04
-3212.03,856.70
-3214.41,997.49
-3135.66,1109.65
-3097.48,1240.90
-2990.10,1271.92
-2937.60,1333.97
-2894.64,1410.33
-2815.89,1462.83
-2741.92,1508.17
-2646.46,1582.15
-2539.08,1617.95
-2360.10,1682.38
-2219.31,1751.58
-2045.10,1816.01
-1913.85,1789.76
-1722.94,1837.49
-1565.45,1820.79
-1379.31,1789.76
-1257.61,1796.92
-1131.13,1804.08
-928.29,1784.99
-782.72,1722.94
-627.61,1711.01
-510.68,1687.15
-300.68,1658.51
-198.07,1682.38
2.39,1720.56
262.50,1744.42
417.61,1682.38
534.54,1737.26
634.77,1742.04
882.95,1694.31
1042.83,1691.92
1133.52,1742.04
1233.74,1792.15
1367.38,1804.08
1431.81,1794.54
1768.29,1751.58
1932.94,1830.33
2064.19,1858.97
2317.15,1909.08
2524.76,1906.69
2710.89,1909.08
2851.69,1906.69
3166.69,1978.28
3259.75,1973.51
3445.89,1839.88
3510.32,1734.88
3605.77,1627.49
3734.64,1570.22
3851.57,1469.99
3961.34,1412.72
4028.16,1353.06
4145.09,1267.15
4231.00,1214.65
4295.43,1088.18
4331.23,983.18
4577.02,983.18
4639.06,942.61
4672.47,749.31
4727.36,613.29
4744.06,520.22
4722.59,295.91
4779.86,145.57
4829.97,-126.48
4970.77,-288.75
5030.43,-422.38
5039.97,-598.97
4985.09,-672.95
4930.20,-808.97
4899.18,-892.49
4801.34,-1011.81
4698.72,-1157.38
4627.13,-1252.83
4560.31,-1281.47
4429.07,-1379.31
4314.52,-1515.33
4192.82,-1589.31
4032.93,-1675.22
3861.11,-1787.38
3739.41,-1794.54
3663.05,-1906.69
3207.25,-2016.47
3417.25,-2104.76
3290.78,-2164.42
3152.37,-2226.46
3040.21,-2286.12
2899.42,-2319.53
2784.87,-2403.05
2727.60,-2431.69
2574.87,-2393.51
2381.58,-2429.30
